type,lat,lon,activity_score,cluster,firm_id,revenue_estimate,employee_count,years_in_operation,productivity
hotel,-1.9574879999999995,30.1120156,1,,1894,20163.655714579214,8,15,2520.4569643224017
arts_centre,-1.9328994000000002,30.077137,1,,1895,15214.268294570995,4,8,3803.5670736427487
mall,-1.9234278000000002,30.0945403,1,,1896,17004.00081371313,5,11,3400.800162742626
hotel,-1.9754369999999997,30.042984,1,,1897,108950.30834331246,4,14,27237.577085828114
police,-1.9716979999999997,30.1028974,1,,1898,38596.59919986921,4,13,9649.149799967303
shelter,-1.9711726,30.114157,1,,1899,16391.524508614646,3,13,5463.841502871549
bakery,-1.9454261999999998,30.104406999999995,1,,1900,44220.97064404381,5,9,8844.194128808762
supermarket,-1.9451586999999997,30.104364399999998,1,,1901,15774.981430226368,3,17,5258.327143408789
fuel,-1.9425415999999998,30.0425075,1,,1902,71191.2102038885,7,18,10170.172886269787
fuel,-1.9030151,30.052259200000005,1,,1903,31877.06906502909,2,19,15938.534532514544
fixme,-1.9417670000000005,30.079588699999995,1,,1904,19785.366068943546,7,13,2826.4808669919353
cafe,-1.9413802999999996,30.0796122,1,,1905,34465.597300531714,4,12,8616.399325132928
apartment,-1.9823306000000003,30.179338399999995,1,,1906,4578.486884373116,3,8,1526.1622947910384
guest_house,-1.9440000000000002,30.061999999999994,1,,1907,7138.318554920191,3,11,2379.4395183067304
mall,-1.9416990999999995,30.0587278,1,,1908,6674.669664643559,8,7,834.3337080804449
restaurant,-1.9493205,30.059793399999993,1,,1909,25411.143944550833,10,1,2541.114394455083
hairdresser,-1.9493109,30.0596937,1,,1910,124556.5364053979,5,10,24911.30728107958
restaurant,-1.9655962999999999,30.060053200000002,1,,1911,205109.6813857953,8,15,25638.710173224412
attraction,-1.9774862999999996,30.0381336,1,,1912,41691.43960414801,1,4,41691.43960414801
hotel,-1.9602104999999999,30.10500409999999,1,,1913,36346.18315897747,6,1,6057.697193162911
restaurant,-1.9625659,30.1028246,1,,1914,3637.1011858763427,2,11,1818.5505929381713
public_building,-1.9351323847125081,30.073633401824104,1,,1915,12801.60970579427,4,5,3200.4024264485674
hospital,-1.957547180271943,30.061158903701408,1,,1916,10018.776366718677,4,19,2504.6940916796693
conference_centre,-1.9547266548636884,30.094331318911188,1,,1917,11838.975805101403,8,19,1479.8719756376754
hotel,-1.9469356484955898,30.065027672547032,1,,1918,18617.479592073836,7,4,2659.6399417248335
clinic,-1.947393105074652,30.07596888809467,1,,1919,13737.84101831394,4,2,3434.460254578485
university,-1.9601659775106022,30.063341294129017,1,,1920,3043.307479423554,7,7,434.758211346222
government,-1.949877548291284,30.084656517464733,1,,1921,46532.6853832921,5,13,9306.53707665842
place_of_worship,-1.9764926238946696,30.0760796331308,1,,1922,7534.569486508172,7,12,1076.3670695011674
marketplace,-1.9597588011144411,30.121254979769265,1,,1923,27980.045212685684,3,2,9326.681737561894
museum,-1.9312598418733025,30.060158044216156,1,,1924,175269.95595163145,4,9,43817.48898790786
mall,-1.9523984661063996,30.091719923070702,1,,1925,8783.369723744014,8,16,1097.9212154680017
mall,-1.9455718191830251,30.061352806417275,1,,1926,1754.1022687613117,7,8,250.5860383944731
hotel,-1.9426670000061683,30.086405999999503,1,,1927,16547.590450980617,2,18,8273.795225490308
school,-1.9123043072149306,30.087088753627494,1,,1928,66234.6908078073,2,4,33117.34540390365
restaurant,-1.9569094405416867,30.08693945111143,1,,1929,156114.88448822434,6,11,26019.147414704057
diplomatic,-1.9476531030305821,30.09160182069349,1,,1930,6441.072906096073,8,17,805.1341132620091
hotel,-1.9469410717201587,30.06202651783947,1,,1931,36195.83092039088,4,8,9048.95773009772
place_of_worship,-1.9445869935864168,30.06363972321865,1,,1932,13831.301720957706,6,19,2305.2169534929512
place_of_worship,-1.9794504287575216,30.046434381807018,1,,1933,19812.169432705512,8,8,2476.521179088189
marketplace,-1.949887822968953,30.126218523586612,1,,1934,310004.88891081914,6,6,51667.48148513652
diplomatic,-1.952963830474344,30.061424385342807,1,,1935,4900.192022542445,4,2,1225.0480056356112
restaurant,-1.9472690960694938,30.06597710176982,1,,1936,28388.507066717862,6,15,4731.417844452977
motel,-1.9512121630485093,30.068771557704558,1,,1937,35161.01332461771,6,1,5860.168887436284
cafe,-1.9508651038533802,30.05957857871764,1,,1938,65237.27747446319,4,6,16309.319368615797
travel_agent,-1.9475141632709017,30.05930699981227,1,,1939,24293.96278673875,4,19,6073.4906966846875
school,-1.974342452003506,30.11383128014372,1,,1940,29972.948569462544,5,4,5994.589713892508
hospital,-1.9606316879183046,30.10289509041107,1,,1941,14888.604975096418,9,13,1654.2894416773797
diplomatic,-1.955989550982489,30.083538430552572,1,,1942,28828.707021157825,5,15,5765.741404231565
restaurant,-1.9543783911352357,30.083201917522004,1,,1943,15627.816658499638,6,9,2604.63610974994
government,-1.95161347255686,30.084794706768708,1,,1944,41010.02753699175,9,3,4556.669726332417
place_of_worship,-1.956015550003065,30.081206749999822,1,,1945,15220.365779664586,3,2,5073.4552598881955
diplomatic,-1.9503651494180352,30.092122265114327,1,,1946,32115.703461417917,10,16,3211.5703461417916
mall,-1.9516817683821182,30.090739015409603,1,,1947,21391.248875319987,7,18,3055.8926964742836
diplomatic,-1.9575320302150714,30.064964890159406,1,,1948,67917.58411409598,6,18,11319.59735234933
bureau_de_change,-1.9491086717156578,30.058576990645616,1,,1949,20923.041115247353,5,6,4184.60822304947
school,-1.9429647000141244,30.104502549999637,1,,1950,3740.473668770583,5,18,748.0947337541166
school,-1.941667423081143,30.103862973277483,1,,1951,77801.92872850323,9,11,8644.658747611471
police,-1.9392742718782705,30.051510977157978,1,,1952,8904.105122865081,7,7,1272.0150175521544
public_building,-1.9407752695728941,30.10341750966584,1,,1953,11455.596436867398,7,14,1636.5137766953426
place_of_worship,-1.9445511023712903,30.1043332895664,1,,1954,12140.942602496241,5,18,2428.188520499248
place_of_worship,-1.946468014490578,30.07813077744526,1,,1955,87067.42462487212,2,7,43533.71231243606
school,-1.9623190000063806,30.068756549999616,1,,1956,2602.755019841422,5,10,520.5510039682844
motel,-1.941619598891838,30.061605362029102,1,,1957,507752.0585330392,4,8,126938.0146332598
public_building,-1.950266387607635,30.05792876855207,1,,1958,63326.35100238403,7,14,9046.621571769147
bus_station,-1.9495819102726446,30.125549636952858,1,,1959,27535.708000933217,3,18,9178.569333644406
hospital,-1.9435225182262217,30.095476808044697,1,,1960,20849.932699577188,3,5,6949.977566525729
post_office,-1.942543217174699,30.062229759384614,1,,1961,29306.191153688196,6,14,4884.365192281366
telecom,-1.9393228402157883,30.058762753462872,1,,1962,37090.73282759116,3,10,12363.577609197053
hotel,-1.9450800451664303,30.088930550887717,1,,1963,41991.20984472273,5,15,8398.241968944547
public_building,-1.93701242994934,30.079867356432054,1,,1964,38392.00316601049,3,6,12797.334388670162
school,-1.9694356983442254,30.05706351828214,1,,1965,24090.68863806268,8,9,3011.336079757835
library,-1.9345283103263373,30.07884550111463,1,,1966,18081.807109401765,3,10,6027.269036467255
diplomatic,-1.9364053949779754,30.07783238633665,1,,1967,18934.230800384677,7,17,2704.8901143406683
public_building,-1.9388834520793983,30.078265870408604,1,,1968,18125.801866367656,5,1,3625.160373273531
post_office,-1.9785693207124337,30.05315788260289,1,,1969,68443.92643746888,6,14,11407.32107291148
school,-1.9788764072693346,30.053048223411803,1,,1970,39877.06885614238,4,4,9969.267214035595
police,-1.9353517867610985,30.07500218404807,1,,1971,1163.992709942436,6,2,193.998784990406
hospital,-1.9331413770043109,30.075188048653555,1,,1972,42442.299622850725,7,3,6063.185660407246
hospital,-1.9644700495630258,30.103909815754736,1,,1973,26761.94500023501,10,7,2676.194500023501
school,-1.9755352221972204,30.054996310747264,1,,1974,21618.2089082376,7,14,3088.315558319657
school,-1.96966182647656,30.056837310455997,1,,1975,14935.28102350051,6,12,2489.213503916752
school,-1.96982007691047,30.05701570084269,1,,1976,67786.11910383294,4,19,16946.529775958235
place_of_worship,-1.9714565413474225,30.056927513251235,1,,1977,56813.34146770328,6,18,9468.890244617212
school,-1.970160651435824,30.056785662765865,1,,1978,10169.235683392777,2,15,5084.6178416963885
school,-1.9755652500057554,30.05509590000001,1,,1979,33092.18024647507,2,1,16546.090123237536
police,-1.970832486190097,30.056432157335802,1,,1980,8336.037524301415,3,3,2778.679174767138
school,-1.97000515940132,30.05665845899175,1,,1981,5543.502694134248,9,15,615.9447437926942
school,-1.9756170641773614,30.054850974602,1,,1982,11769.688983692029,4,4,2942.4222459230073
public_building,-1.9382426375902255,30.078815191866166,1,,1983,52176.81261380447,7,15,7453.830373400639
mall,-1.970046847474674,30.07500358875215,1,,1984,57132.30773626611,8,10,7141.538467033264
motel,-1.9643948574096963,30.10240193093781,1,,1985,36793.8290080666,6,6,6132.304834677766
restaurant,-1.963699150000522,30.10826349999999,1,,1986,45483.085421625496,3,13,15161.028473875165
car_repair,-1.9667665491451458,30.1018662388672,1,,1987,36907.803591519194,6,7,6151.300598586532
place_of_worship,-1.9777342339997313,30.052942113468806,1,,1988,11597.193460684166,3,1,3865.7311535613885
restaurant,-1.9548265004843022,30.103727618333533,1,,1989,33925.51091335892,7,11,4846.501559051275
clinic,-1.9768860013574223,30.11433578960962,1,,1990,49040.88050235108,6,14,8173.48008372518
diplomatic,-1.9541094954432037,30.06337924098249,1,,1991,46830.56325758057,2,6,23415.281628790286
diplomatic,-1.9541137322502893,30.061413777335122,1,,1992,72324.1495809117,1,5,72324.1495809117
public_building,-1.9235048885527948,30.07141006967709,1,,1993,44725.71286959098,2,19,22362.85643479549
place_of_worship,-1.9766744000013092,30.052952750000358,1,,1994,31302.34229835469,5,19,6260.4684596709385
government,-1.953014807416829,30.08459076937306,1,,1995,64225.15518951761,4,13,16056.288797379402
university,-1.9555370775043877,30.104277907934105,1,,1996,21449.974611682985,5,7,4289.994922336597
public_building,-1.9565180989850774,30.103787634450608,1,,1997,9119.090468576098,8,8,1139.8863085720122
place_of_worship,-1.9638016136914234,30.064641003450813,1,,1998,18712.238163963677,4,14,4678.059540990919
guest_house,-1.9448451619488116,30.09069980320956,1,,1999,10457.736884688717,6,19,1742.9561474481195
school,-1.923126761448751,30.0728524856512,1,,2000,11212.917321975212,3,19,3737.6391073250707
hotel,-1.9593469960262189,30.108269002999318,1,,2001,19062.55711009104,4,12,4765.63927752276
hostel,-1.9391843245613563,30.078658095516445,1,,2002,9972.435131297185,8,9,1246.554391412148
government,-1.9544278440061507,30.083955923121998,1,,2003,16188.20986850431,5,14,3237.641973700862
place_of_worship,-1.922426650001943,30.072479799999428,1,,2004,3315.571656147063,7,6,473.6530937352947
hospital,-1.9520358865753122,30.061327304098864,1,,2005,27263.21692765546,2,15,13631.60846382773
diplomatic,-1.9440510638765536,30.087685380397893,1,,2006,22053.034167181035,5,13,4410.606833436207
place_of_worship,-1.9717239239186701,30.090334383433024,1,,2007,9729.43756146099,10,7,972.9437561460991
supermarket,-1.95954142070466,30.054231693959235,1,,2008,42584.50222076418,4,11,10646.125555191045
hotel,-1.9990084372376622,30.095219669165,1,,2009,56250.49598993061,5,10,11250.099197986123
hotel,-1.9986790009024864,30.095893205299376,1,,2010,4413.5742849972,3,1,1471.1914283324002
supermarket,-1.9736192485803565,30.054539116562086,1,,2011,10273.008713742296,3,7,3424.3362379140985
fuel,-1.9686717415697768,30.08890781237822,1,,2012,10207.292044914486,8,18,1275.9115056143107
guest_house,-1.939992990127456,30.077545986532893,1,,2013,8604.984427076583,3,3,2868.328142358861
hotel,-1.9585545067842973,30.111050306865845,1,,2014,50487.186072734294,7,9,7212.455153247756
school,-1.920424954220015,30.073650662814572,1,,2015,18145.42716699766,8,5,2268.1783958747073
supermarket,-1.9467283137257634,30.057107638467166,1,,2016,16907.036220791215,4,13,4226.759055197804
place_of_worship,-1.9587280294375944,30.05467833647544,1,,2017,2969.466647171114,5,16,593.8933294342228
hospital,-1.9158117000045551,30.089543599998052,1,,2018,41581.807471872555,6,16,6930.301245312093
hotel,-1.9987633157487572,30.095309939346063,1,,2019,6378.840405186736,1,12,6378.840405186736
place_of_worship,-1.9510435801078971,30.051745310201902,1,,2020,23386.930747787064,2,18,11693.465373893532
marketplace,-1.9752843861593368,30.05111963859627,1,,2021,29067.527539011004,3,11,9689.175846337
school,-1.9427028094620868,30.075048919760505,1,,2022,85875.9073870086,4,17,21468.97684675215
hairdresser,-1.9651371502654045,30.063914457409698,1,,2023,5950.196962190153,4,7,1487.5492405475381
restaurant,-1.9416297668696967,30.07777377634506,1,,2024,1075.442887595957,4,15,268.86072189898925
bar;restaurant,-1.9427449389872027,30.086045612680607,1,,2025,26472.177234663584,3,6,8824.059078221195
hotel,-1.9643224497571854,30.061742034466928,1,,2026,133320.48649745667,5,6,26664.097299491335
alcohol,-1.9742132207834948,30.054891920311277,1,,2027,76034.79572197296,5,18,15206.959144394592
school,-1.9496544270310259,30.081842949416416,1,,2028,27164.31426324605,2,19,13582.157131623026
marketplace,-1.9700686281699016,30.125720294310476,1,,2029,13471.933689441283,6,19,2245.322281573547
bus_station,-1.9586843228276583,30.118963541269682,1,,2030,49371.202933682805,3,2,16457.067644560935
hotel,-1.9459150055305805,30.104916272366435,1,,2031,8320.301742587442,4,3,2080.0754356468606
school,-1.942208154640822,30.10556776766593,1,,2032,35466.993037210515,3,14,11822.331012403505
hostel,-1.9516781322472059,30.080880153461337,1,,2033,36514.698574024034,6,4,6085.783095670672
place_of_worship,-1.9482598815524537,30.079601759739084,1,,2034,63589.89846194902,4,17,15897.474615487256
restaurant,-1.9518507762709107,30.081642935697168,1,,2035,347896.4089150802,1,6,347896.4089150802
hotel,-1.9522806835359265,30.082245991762267,1,,2036,32611.35981302488,9,19,3623.484423669431
ngo,-1.9517296500022814,30.08267624999985,1,,2037,13240.51034300737,7,9,1891.5014775724815
place_of_worship,-1.9547286534928676,30.117633495578637,1,,2038,21470.296222241777,5,4,4294.0592444483555
place_of_worship,-1.9658705239111776,30.067951497715004,1,,2039,3755.3024057533335,4,7,938.8256014383334
school,-1.9481599273657253,30.080946877822136,1,,2040,10996.000215805361,2,4,5498.000107902681
hospital,-1.9781973651053628,30.048925423713367,1,,2041,14628.36252462274,4,11,3657.090631155685
place_of_worship,-1.947761551195982,30.10543352215623,1,,2042,13041.757474687085,5,2,2608.351494937417
public_building,-1.9449667051231065,30.1274000509367,1,,2043,25651.436990053542,4,10,6412.8592475133855
cafe,-1.9490430992824517,30.079510263357665,1,,2044,9677.705021615637,6,6,1612.9508369359394
restaurant,-1.949583515238562,30.081135228300397,1,,2045,67577.52033635078,3,8,22525.840112116926
hotel,-1.9321908364876292,30.072608596594236,1,,2046,22031.02717537933,7,15,3147.2895964827617
place_of_worship,-1.9347458116023748,30.08102763112987,1,,2047,21822.562243355445,5,13,4364.512448671089
school,-1.9348238388499661,30.080943532844262,1,,2048,15868.722039828166,6,2,2644.787006638028
school,-1.9378730493030576,30.0842421296562,1,,2049,25724.282878202448,7,1,3674.897554028921
diplomatic,-1.9408070420428813,30.08663564746307,1,,2050,50266.70782401234,2,15,25133.35391200617
diplomatic,-1.9416654034497536,30.087279106811362,1,,2051,9254.542437461496,6,7,1542.423739576916
diplomatic,-1.9422909711344225,30.086250213521048,1,,2052,11405.871103897722,4,18,2851.4677759744304
hospital,-1.9389380030420313,30.08629808128488,1,,2053,16256.920454516607,6,10,2709.4867424194344
place_of_worship,-1.9424406475163094,30.088092565552817,1,,2054,5733.773110587649,3,15,1911.2577035292163
hotel,-1.94107465000298,30.061157349999828,1,,2055,9708.355061370821,6,5,1618.059176895137
place_of_worship,-1.9444067706514547,30.091068967562823,1,,2056,13681.216688716459,8,11,1710.1520860895573
telecommunication,-1.953223211522823,30.11776397530083,1,,2057,52806.47953931747,3,8,17602.159846439157
hotel,-1.9456615122521366,30.102965476049206,1,,2058,28640.048915080853,7,8,4091.4355592972647
guest_house,-1.9292162468548104,30.09941511395026,1,,2059,26731.28580365508,15,6,1782.0857202436719
university,-1.949808851371158,30.121788737913946,1,,2060,51580.44785729367,7,15,7368.63540818481
fuel,-1.9600637435712702,30.107958906896886,1,,2061,19199.282962216294,6,15,3199.8804937027157
kiosk,-1.9712685510672212,30.07670066761144,1,,2062,32547.793259417096,3,5,10849.264419805699
place_of_worship,-1.9434803952217405,30.129290003648993,1,,2063,19866.263033386207,2,13,9933.131516693104
school,-1.9534212856066295,30.12040256638703,1,,2064,28720.382732090275,5,14,5744.076546418055
place_of_worship,-1.9409847157343674,30.131551851521326,1,,2065,12298.607731446462,6,11,2049.767955241077
public_building,-1.9331774000005253,30.111667949999894,1,,2066,1922.1177303211705,6,12,320.35295505352843
school,-1.9779106509560143,30.075732354102342,1,,2067,19258.75107690524,4,1,4814.68776922631
place_of_worship,-1.9783775971596818,30.076570650559304,1,,2068,91376.91332552984,1,3,91376.91332552984
place_of_worship,-1.9454957782915845,30.12675010971438,1,,2069,55615.39899542418,6,8,9269.23316590403
place_of_worship,-1.9759470114716124,30.077485205550367,1,,2070,57837.78059213512,8,12,7229.72257401689
public_building,-1.9583891268633942,30.111479330429194,1,,2071,75821.0108947743,2,15,37910.50544738715
hotel,-1.935883302537475,30.13224331368857,1,,2072,24068.46101783822,2,3,12034.23050891911
school,-1.9323727578083778,30.13457318451841,1,,2073,26831.066888954112,2,8,13415.533444477056
school,-1.9794723504641023,30.07718383068612,1,,2074,11876.870170745178,5,19,2375.3740341490357
motel,-1.936771745282853,30.130062488353797,1,,2075,16057.43311809868,7,6,2293.91901687124
alcohol,-1.9372308223118628,30.129567496741238,1,,2076,40772.82765891478,7,18,5824.6896655592545
hotel,-1.9490075282843082,30.124866221757635,1,,2077,73415.06488213384,9,11,8157.229431348204
hotel,-1.9409319668711296,30.129521727119624,1,,2078,19159.495577375947,4,12,4789.873894343987
supermarket,-1.9805309679779044,30.07657995231917,1,,2079,14042.03675598562,7,2,2006.0052508550887
hotel,-1.9544479579900973,30.11241378655905,1,,2080,22038.09793287759,5,5,4407.619586575518
hotel,-1.9424871235091825,30.12974705817709,1,,2081,40183.29933776182,7,4,5740.471333965974
motel,-1.9485566425398115,30.12560959419113,1,,2082,5198.602840075395,7,9,742.6575485821993
guest_house,-1.961939336110933,30.075714336315986,1,,2083,2216.7979013874533,3,13,738.9326337958178
school,-1.927817295728282,30.13309696612548,1,,2084,12701.344722571068,5,13,2540.2689445142137
school,-1.9796194914363927,30.046681310819537,1,,2085,6498.246005010045,5,15,1299.649201002009
public_building,-1.9583049387893385,30.1104958483313,1,,2086,13251.41744074388,5,2,2650.283488148776
mall,-1.9712230000013755,30.07663030000007,1,,2087,19000.48304378527,5,13,3800.0966087570537
university,-1.9801018219564437,30.107374339057596,1,,2088,13999.145779375796,8,7,1749.8932224219745
grave_yard,-1.9781537360327672,30.111580268058763,1,,2089,94133.33696100907,2,17,47066.66848050454
place_of_worship,-1.9636853061840933,30.074564686435206,1,,2090,30538.539790148596,6,8,5089.756631691433
school,-1.9641214439549328,30.074506824625306,1,,2091,29746.72615210131,6,18,4957.787692016885
school,-1.9422789679276922,30.064581629433256,1,,2092,41036.08760521536,6,15,6839.34793420256
diplomatic,-1.9485268521658063,30.06673643868338,1,,2093,7052.7076240232045,1,15,7052.7076240232045
zoo,-1.9683812237789835,30.05506326473519,1,,2094,62262.32504503217,10,5,6226.232504503218
restaurant,-1.9466950269960221,30.0796514579148,1,,2095,20419.298008117643,5,2,4083.8596016235288
hotel,-1.932423589625358,30.097480252288214,1,,2096,43065.634611288326,3,16,14355.21153709611
supermarket,-1.9702867290700194,30.07693600897464,1,,2097,7541.246509947055,1,5,7541.246509947055
townhall,-1.943849412533876,30.057492016364883,1,,2098,4657.533215117839,7,6,665.361887873977
police,-1.9694662075646523,30.077712138498402,1,,2099,49905.65779736638,4,12,12476.414449341595
car_rental,-1.9595531798104737,30.116317688921,1,,2100,32093.5234184931,6,5,5348.92056974885
place_of_worship,-1.9681427445783242,30.07753688334888,1,,2101,8936.939266687787,4,8,2234.2348166719466
diplomatic,-1.9411278293693146,30.085261129710062,1,,2102,9231.131586398067,2,11,4615.565793199034
convenience,-1.936296407457454,30.08362824823062,1,,2103,67875.79598691028,4,14,16968.94899672757
hotel,-1.9492999782669271,30.058828106864986,1,,2104,6704.861284485185,9,17,744.9845871650206
place_of_worship,-1.9699880655574429,30.113701618688406,1,,2105,113854.0852121322,4,10,28463.52130303305
fountain,-1.9439986642497773,30.0618493981504,1,,2106,8949.735567951366,5,2,1789.9471135902731
bus_station,-1.940908877906417,30.04464140908904,1,,2107,41705.65147608536,8,3,5213.20643451067
restaurant,-1.957410618831274,30.06996639454773,1,,2108,15857.241060920698,2,13,7928.620530460349
supermarket,-1.9349473429863155,30.063147506380883,1,,2109,40262.96855527071,2,17,20131.484277635354
cafe,-1.9310670259630327,30.05967396306723,1,,2110,12783.18606709463,5,3,2556.637213418926
grave_yard,-1.9313647370146405,30.06057748741732,1,,2111,18717.367102906283,4,10,4679.341775726571
grave_yard,-1.9312368924145777,30.060722781341195,1,,2112,22946.465052135187,8,8,2868.3081315168984
grave_yard,-1.9314743500007243,30.060433199999768,1,,2113,8085.378162139857,6,4,1347.5630270233094
museum,-1.9753007143428138,30.17302408147815,1,,2114,46204.12438186932,9,13,5133.79159798548
attraction,-1.9754968290414145,30.174150928021117,1,,2115,13184.358364173271,7,7,1883.4797663104673
arts_centre,-1.9442737386561788,30.090836746518075,1,,2116,17525.286934918728,2,7,8762.643467459364
grave_yard,-1.9316592500007248,30.060171399999764,1,,2117,8149.001027354823,8,16,1018.6251284193529
grave_yard,-1.931511250000724,30.06069559999978,1,,2118,1698.7812160740054,3,5,566.2604053580018
grave_yard,-1.9313030500007238,30.060940599999775,1,,2119,18196.276011939353,5,17,3639.2552023878707
grave_yard,-1.931406450000724,30.06082269999976,1,,2120,245884.06457554843,4,10,61471.01614388711
restaurant,-1.9322560070906398,30.097295371420618,1,,2121,48271.87094494099,5,4,9654.374188988197
government,-1.9466196330102368,30.10359710287726,1,,2122,21606.28708922705,4,14,5401.571772306763
bakery,-1.9502024989900777,30.103635246492065,1,,2123,16934.515759740872,8,5,2116.814469967609
fuel,-1.9256290455656555,30.097391429653555,1,,2124,22526.910433818444,1,2,22526.910433818444
fast_food,-1.9597865871316935,30.117418069527705,1,,2125,38067.611783867455,7,14,5438.230254838208
restaurant,-1.9470531237827131,30.127767984687996,1,,2126,6762.765511352191,4,18,1690.6913778380479
hotel,-1.923053203598926,30.09337376640694,1,,2127,67125.66204758837,5,11,13425.132409517673
school,-1.9392839615992317,30.04990347797322,1,,2128,45043.380497206344,2,16,22521.690248603172
place_of_worship,-1.9504705970562808,30.07722958205875,1,,2129,45169.8779083329,3,18,15056.6259694443
place_of_worship,-1.950709258582822,30.077617268342383,1,,2130,34148.56142093964,3,16,11382.85380697988
place_of_worship,-1.9422764172711358,30.088611674893944,1,,2131,22462.817321042676,1,4,22462.817321042676
school,-1.9417291774034573,30.088403727891002,1,,2132,43168.27959828618,3,1,14389.42653276206
place_of_worship,-1.9263019327951225,30.09189538980446,1,,2133,39807.64004346114,4,14,9951.910010865286
fuel,-1.9619997066099637,30.123612066444064,1,,2134,15459.195589473677,4,12,3864.798897368419
fuel,-1.96419891657026,30.158669608799727,1,,2135,12411.741852134845,7,10,1773.1059788764064
fuel,-1.984720741948978,30.186782213535274,1,,2136,24388.239204390713,9,19,2709.8043560434126
fuel,-1.9850247560144092,30.18893052386451,1,,2137,103675.4008477841,1,4,103675.4008477841
fuel,-1.9814238000000253,30.217371099999994,1,,2138,6379.80571924447,3,3,2126.6019064148236
doctors,-1.9643268532773088,30.104677843839635,1,,2139,5076.994513289902,5,4,1015.3989026579804
camp_site,-1.948976666529067,30.08709366373703,1,,2140,25971.6500973956,1,15,25971.6500973956
place_of_worship,-1.9488722636276161,30.067265888833898,1,,2141,23176.351406604812,3,11,7725.450468868271
convenience,-1.9524684778532055,30.073834989668356,1,,2142,26195.467127238284,5,16,5239.093425447657
diplomatic,-1.946973665442508,30.064115775735974,1,,2143,28112.039004910395,7,4,4016.0055721300564
school,-1.9559638777388775,30.081818623742706,1,,2144,17620.138244860267,4,6,4405.034561215067
convenience,-1.9584558882797443,30.08446150633209,1,,2145,97720.18696105409,6,8,16286.697826842348
university,-1.9213140119966845,30.057245580410527,1,,2146,4443.048511549435,4,13,1110.7621278873587
diplomatic,-1.955196473605442,30.083168818528897,1,,2147,9619.071056461255,3,4,3206.357018820418
place_of_worship,-1.9578769965810023,30.08102851775948,1,,2148,19865.607314161996,5,5,3973.121462832399
restaurant,-1.9579002091820665,30.081290630364144,1,,2149,4259.091650077534,4,10,1064.7729125193835
restaurant,-1.9552694997258273,30.078822922538357,1,,2150,18474.479931479513,4,5,4618.619982869878
restaurant,-1.9503154550441097,30.079533119496705,1,,2151,116014.46559606347,4,12,29003.616399015868
hospital,-1.947262427146691,30.075963174264775,1,,2152,22491.35941185835,5,1,4498.27188237167
place_of_worship,-1.961867863426377,30.085472340035945,1,,2153,27741.947745091715,4,10,6935.486936272929
hotel,-2.0014733645175538,30.095486228529175,1,,2154,6246.866361444004,8,5,780.8582951805005
place_of_worship,-1.9341546188762553,30.142415947790266,1,,2155,11892.207015865264,3,19,3964.0690052884215
yes,-1.9462535837341706,30.090181787268243,1,,2156,15135.581168221239,5,19,3027.1162336442476
university,-1.944714108366288,30.14352475361167,1,,2157,16031.084588661812,4,12,4007.771147165453
school,-1.9435618663521188,30.133714057470627,1,,2158,79351.59249503496,3,16,26450.53083167832
university,-1.9605850384409713,30.074077970004467,1,,2159,38472.19535237209,5,5,7694.439070474417
bus_station,-1.9366366702714959,30.08122444343589,1,,2160,7248.443557397109,5,17,1449.6887114794217
place_of_worship,-1.971820137756928,30.131984684812267,1,,2161,28183.860726597806,5,14,5636.772145319561
place_of_worship,-1.96343465179906,30.120086960363064,1,,2162,36250.98196105594,2,12,18125.49098052797
place_of_worship,-1.96396332809261,30.119131801420668,1,,2163,68881.9217388334,4,13,17220.48043470835
school,-1.9580705552101394,30.050333649868847,1,,2164,106995.35342519711,4,14,26748.83835629928
conference_centre,-1.9554996072261541,30.093669966397197,1,,2165,7981.692879010127,7,5,1140.2418398585896
courthouse,-1.9577326183643031,30.05962120518918,1,,2166,9790.252127711925,2,5,4895.1260638559625
place_of_worship,-1.9587766528345338,30.050062442246865,1,,2167,6263.047339440012,3,18,2087.6824464800043
clinic,-1.962156790156637,30.060299821913585,1,,2168,17430.55781039072,4,14,4357.63945259768
cafe,-1.9553487122517845,30.053587287263614,1,,2169,35114.111807268695,5,18,7022.822361453739
company,-1.9556414144295364,30.053579703438018,1,,2170,59120.58889530306,7,1,8445.798413614722
fuel,-1.9474601020813236,30.09255364948208,1,,2171,20415.485323475285,5,7,4083.097064695057
fountain,-1.953553820289683,30.09237047151566,1,,2172,15996.935901806084,3,17,5332.311967268694
college,-1.9499349526733194,30.051430438088914,1,,2173,25636.13073431017,2,3,12818.065367155084
guest_house,-1.9443844204058955,30.09145153313504,1,,2174,9555.355851027696,5,10,1911.0711702055391
yes,-1.9436563112369079,30.090082293213488,1,,2175,177999.980850859,7,7,25428.568692979858
mall,-1.9527201672691463,30.092880023713267,1,,2176,4413.127818272524,5,12,882.6255636545047
restaurant,-1.9528834318269945,30.096814096989387,1,,2177,26495.775360199987,5,15,5299.155072039997
bar,-1.9528064179474043,30.096551530788062,1,,2178,166642.52349775017,7,16,23806.07478539288
restaurant,-1.9528198907087988,30.096751913681107,1,,2179,22176.752723215093,7,8,3168.1075318878707
restaurant,-1.9528738651660318,30.096699570408138,1,,2180,18214.27606933587,10,6,1821.427606933587
restaurant,-1.9528570449051323,30.096642492193684,1,,2181,15406.650983139569,4,4,3851.662745784892
